,last,first,middle,dept,leave,visiting,title,degrees,name
177,jacobson,sarah,a.,['economics'],y,0,associate professor of economics,"1998, b.s., harvey mudd college, 2005, m.a., georgia state university, 2010, ph.d., georgia state university; ",
178,jakiela,pamela,,['economics'],n,0,associate professor of economics,"1999, b.a., university of michigan, 2000, m.sc., london school of economics, 2008, ph.d., university of california, berkeley",
179,james,joy,a.,['humanities'],n,0,ebenezer fitch professor of humanities,"1980, b.a., st. mary's university, san antonio, 1982, m.a., fordham university, 1987, ph.d., fordham university; affiliated with: political science department",
180,jannen,bill,k.,['computer science'],y,0,assistant professor of computer science,"2009, b.a., williams college, 2017, ph.d., stony brook university; ",
181,jaskot,anne,,['astronomy'],f,0,assistant professor of astronomy and associate of the hopkins observatory,"2008, b.a., williams college, 2014, ph.d., university of michigan, ann arbor; affiliated with: physics department",
182,jensen,katharine,e.,['physics'],f,0,assistant professor of physics,"2004, a.b., princeton university, 2013, ph.d., harvard university",
183,johnson,cathy,m.,['political science'],n,0,james phinney baxter iii professor of political science,"1979, b.a., dartmouth college, 1986, ph.d., university of michigan",
184,johnson,stewart,d.,['math'],n,0,professor of mathematics,"1979, b.a., fort lewis college, 1985, ph.d., stanford university",
185,jones,kelsey,,[None],n,1,distinguished visiting professor of education,"2008, b.a., williams college, 2010, m.ed., long island university, school of education, 2015, ph.d., university of pennsylvania, graduate school of education",
186,just,peter,,['anthropology'],n,0,professor of anthropology,"1972, b.a., university of chicago, 1979, m.a., university of pennsylvania, 1986, ph.d., university of pennsylvania",
187,kagaya,shinko,,['japanese'],n,0,professor of japanese,"1989, b.a., aoyama gakuin university, 1991, m.a., ohio state university, 1999, ph.d., ohio state university",
188,kangas,william,,['physical education'],n,0,assistant professor of physical education and head men's ice hockey coach,"1982, b.a., university of vermont, 1994, m.ed., massachusetts college of liberal arts",
189,kapadia,aparna,,['history'],f,0,associate professor of history,"1998, b.a., st. xavier's college, mumbai university, 2001, m.a., jawaharlal nehru university, 2005, m.phil., jawaharlal nehru university, 2010, ph.d., university of london",
190,karabinos,paul,m.,['geosciences'],n,0,edna mcconnell clark professor of geology,"1975, b.s., university of connecticut, 1981, ph.d., johns hopkins university",
191,kealhofer,catherine,,['physics'],n,0,assistant professor of physics,"2003, a.b., princeton university, 2013, ph.d., stanford university",
192,kelsey,christi,l.,['physical education'],n,0,assistant professor of physical education and head women's volleyball coach,"2000, b.s., purdue university, 2012, m.s., northeastern university",
193,kent,kathryn,r.,['english'],n,0,professor of english,"1988, b.a., williams college, 1993, m.a., duke university, 1996, ph.d., duke university",
194,kim,olia,,['russian'],n,0,assistant professor of russian,"2006, b.a., seoul national university, 2013, m.a., university of pittsburgh, 2019, ph.d., university of pittsburgh",
195,kirby,kris,n.,['psychology'],n,0,professor of psychology,"1985, b.a., marshall university, 1991, ph.d., harvard university",
196,kittleson,roger,a.,['history'],n,0,chair and professor of history,"1985, b.a., northwestern university, 1989, m.a., stanford university, 1990, m.a., university of wisconsin, madison, 1997, ph.d., university of wisconsin, madison; affiliated with: latina/o studies program",
197,kleiner,john,e.,['english'],n,0,professor of english,"1983, b.a., amherst college, 1985, m.s., cornell university, 1988, m.a., stanford university, 1991, ph.d., stanford university",
198,klingenberg,bernhard,,['statistics'],n,0,professor of statistics,"1996, b.a., technical university, graz, austria, 1998, m.s., technical university, graz, austria, 2004, ph.d., university of florida",
199,kohut,thomas,a.,['history'],n,0,sue and edgar wachenheim iii professor of history,"1972, b.a., oberlin college, 1975, m.a., university of minnesota, 1983, ph.d., university of minnesota, 1984, graduate, cincinnati psychoanalytic institute",
200,koné,christophe,a.,['german'],n,0,assistant professor of german,"2006, m.a., universite lumiere lyon 2, 2013, ph.d., rutgers university",
201,kornell,nate,,"['cognitive science', 'psychology']",n,0,"professor of psychology, chair of cognitive science program","1996, b.a., reed college, 2001, m.a., columbia university, 2005, ph.d., columbia university; affiliated with: cognitive science program",
202,kristjansson,margaux,l,['american studies'],n,0,mellon postdoctoral fellow in native american and indigenous studies in the american studies program,"2010, b.a., carleton university, 2015, m.a., columbia university, 2017, m.phil., columbia university, 2020, ph.d., columbia university",
203,kubler,cornelius,c.,['asian studies'],n,0,stanfield professor of asian studies,"1972, b.a., cornell university, 1975, m.a., cornell university, 1978, m.a., national taiwan university, 1981, ph.d., cornell university",
204,kurkowicz,joanna,,['art'],n,0,"lyell b. clay artist in residence, violin and concertmaster, berkshire symphony","1992, m.m., j. paderewski conservatory of music, poland, 1994, m.m., university of massachusetts, amherst, 1998, a.d., new england conservatory, boston",
205,kuster,steven,,['physical education'],n,0,assistant professor of physical education and head swim coach,"1993, b.a., university of pennsylvania, 1999, m.ed., harvard university",
206,kuttner,kenneth,n.,['economics'],n,0,robert f. white class of 1952 professor of economics,"1982, b.a., university of california, berkeley, 1989, ph.d., harvard university",
207,lafont,anne,,"['art', 'history']",n,1,robert sterling clark visiting professor of art history,"1993, b.a., université du québec à montréal, 1994, m.a., université de montréal, 2001, ph.d., université paris-iv sorbonne, 2016, h.d.r., université paris i panthéon sorbonne",
208,lalumia,sara,,['economics'],n,0,professor of economics,"2000, b.a., youngstown state university, 2006, ph.d., university of michigan",
209,lawrence,edwin,,"['art', 'music']",n,0,"artist associate in harpsichord, piano and organ and lecturer in music","1969, b.m., state university of new york, fredonia",
210,lebestky,tim,j.,"['biology', 'neuroscience']",n,0,"associate professor of biology, chair of neuroscience program","1995, b.s., university of kansas, 2002, ph.d., university of california, los angeles; affiliated with: neuroscience program",
211,lee,alice,,['physical education'],n,0,assistant professor of physical education and head women's lacrosse coach,"2009, b.s., central connecticut state university, 2015, m.s., university of massachusetts, amherst",
212,lee,joel,,['anthropology'],n,0,assistant professor of anthropology,"1998, b.a., kenyon college, 2008, m.a., columbia university, 2015, ph.d., columbia university",
213,lemieux,jason,,['physical education'],n,0,assistant professor of physical education and head nordic ski coach,"2001, b.a., williams college",
214,leonard,anne,r.,"['art', 'history']",n,0,lecturer in the graduate program in art history,"2003, ph.d., harvard university",
215,levine,kathryn,e,['french'],n,1,visiting assistant professor of french,"2007, b.a., mount holyoke college, 2011, m.a., university of california, berkeley, 2019, ph.d., university of california, berkeley",
216,levy,zafi,,['physical education'],n,0,assistant professor of physical education and head squash coach,"2001, b.a., williams college",
217,lewis,michael,j.,"['art', 'history']",n,0,faison-pierson-stoddard professor of art history,"1980, b.a., haverford college, 1989, ph.d., university of pennsylvania",
218,lewis,scott,,['physical education'],n,0,assistant professor of physical education and director of outing club,"1980, b.s., springfield college, 1985, m.ed., springfield college",
219,limon,john,k.,['english'],n,0,john hawley roberts professor of english,"1974, b.a., harvard university, 1981, ph.d., university of california, berkeley",
220,livingstone,rob,,['physical education'],n,0,"lecturer in physical education, head strength and conditioning coach","2000, b.s., jacksonville state university",
221,loehlin,david,w.,['biology'],n,0,assistant professor of biology,"2003, a.b., university of chicago, 2011, ph.d., university of rochester",
222,loepp,susan,r.,['math'],n,0,william r. kenan jr. professor of mathematics,"1989, b.s., bethel college, 1989, b.a., bethel college, 1994, ph.d., university of texas",
223,long,gretchen,,['american studies'],y,0,frederick rudolph '42 - class of 1965 professor of american culture,"1989, b.a., wesleyan university, 1994, m.a., university of chicago, 2003, ph.d., university of chicago; ",
224,love,david,a.,['economics'],n,0,"provost, class of 1969 professor of economics","1996, b.a., university of michigan, 1998, m.a., yale university, 2003, ph.d., yale university; affiliated with: economics department",
225,low,peter,d.,['art'],n,0,professor of art,"1994, b.a., university of toronto, 1995, m.a., johns hopkins university, 2001, ph.d., johns hopkins university",
226,prieto,carlos,macías,['spanish'],n,0,assistant professor of spanish,"2007, b.a., university of california, berkeley, 2011, m.a., purdue university, 2020, ph.d., university of california, berkeley",
227,macdonald,michael,d.,['international studies'],n,0,frederick l. schuman professor of international relations,"1972, b.a., university of california, berkeley, 1974, m.a., university of california, berkeley, 1983, ph.d., university of california, berkeley",
228,macintire,jenna,,['chemistry'],n,0,lecturer in chemistry,"1992, b.a., university of vermont",
229,mahon,james,e.,['political science'],n,0,woodrow wilson professor of political science,"1977, b.a., dartmouth college, 1983, m.a., university of california, berkeley, 1989, ph.d., university of california, berkeley",
230,majumder,protik,k.,['philosophy'],n,0,barclay jermain professor of natural philosophy,"1982, b.s., yale university, 1989, ph.d., harvard university",
231,mandel,marc,,['physical education'],n,0,assistant professor of physical education and head men's crew coach,"1998, b.a., northwestern university, 2012, m.b.a., georgetown university",
232,mandel,maud,,['history'],n,0,"president, professor of history","1989, b.a., oberlin college, 1993, a.m., university of michigan, 1998, ph.d., university of michigan; affiliated with: history department",
